Date,Price,Open,High,Low,Vol.,Change %
"May 06, 2019","1,307.98","1,304.46","1,313.72","1,299.33",109.02K,0.36%
"May 03, 2019","1,303.32","1,304.60","1,309.78","1,301.85",120.70K,0.00%
"May 02, 2019","1,303.30","1,305.15","1,307.43","1,300.78",121.24K,-0.04%
"May 01, 2019","1,303.80","1,305.88","1,309.00","1,302.42",90.01K,-0.05%
"Apr 30, 2019","1,304.47","1,297.44","1,310.20","1,295.90",121.00K,0.65%
"Apr 29, 2019","1,296.09","1,292.46","1,298.45","1,289.82",96.77K,0.41%
"Apr 26, 2019","1,290.83","1,291.32","1,295.62","1,287.69",130.04K,0.07%
"Apr 25, 2019","1,289.98","1,289.45","1,299.04","1,288.91",139.72K,0.15%
"Apr 24, 2019","1,288.11","1,283.37","1,297.12","1,281.68",155.55K,0.47%
"Apr 23, 2019","1,282.13","1,284.47","1,287.45","1,280.32",135.67K,-0.09%
"Apr 22, 2019","1,283.29","1,278.04","1,286.50","1,276.51",83.33K,0.49%
"Apr 19, 2019","1,277.07","1,277.09","1,279.92","1,276.42",95.43K,0.06%
"Apr 18, 2019","1,276.30","1,279.14","1,285.92","1,276.02",137.05K,-0.11%
"Apr 17, 2019","1,277.67","1,283.43","1,286.62","1,277.86",138.45K,-0.35%
"Apr 16, 2019","1,282.19","1,283.06","1,285.78","1,281.24",127.45K,-0.01%
"Apr 15, 2019","1,282.33","1,282.21","1,284.74","1,279.50",105.43K,0.10%
"Apr 12, 2019","1,281.10","1,284.99","1,288.91","1,280.17",140.00K,-0.19%
"Apr 11, 2019","1,283.58","1,282.89","1,287.64","1,281.99",134.53K,0.15%
"Apr 10, 2019","1,281.71","1,285.14","1,288.56","1,278.87",137.23K,-0.18%
"Apr 09, 2019","1,283.96","1,287.32","1,288.90","1,283.73",144.74K,-0.14%
"Apr 08, 2019","1,285.76","1,276.26","1,290.89","1,274.62",111.87K,0.87%
"Apr 05, 2019","1,274.68","1,275.07","1,279.46","1,273.67",143.13K,0.02%
"Apr 04, 2019","1,274.40","1,274.74","1,279.73","1,273.81",146.18K,0.07%
"Apr 03, 2019","1,273.56","1,274.36","1,277.07","1,271.44",153.47K,-0.01%
"Apr 02, 2019","1,273.69","1,271.24","1,276.53","1,268.24",160.75K,0.29%
"Apr 01, 2019","1,270.01","1,275.63","1,278.34","1,269.72",133.31K,-0.34%
"Mar 29, 2019","1,274.36","1,274.76","1,278.58","1,272.69",165.05K,0.01%
"Mar 28, 2019","1,274.21","1,281.36","1,283.09","1,274.06",170.94K,-0.42%
"Mar 27, 2019","1,279.61","1,279.68","1,284.48","1,275.39",178.27K,0.10%
"Mar 26, 2019","1,278.32","1,281.60","1,284.93","1,278.56",161.15K,-0.15%
"Mar 25, 2019","1,280.25","1,285.63","1,286.13","1,280.03",130.23K,-0.30%
"Mar 22, 2019","1,284.15","1,283.56","1,290.23","1,280.09",179.66K,0.16%
"Mar 21, 2019","1,282.09","1,285.21","1,289.69","1,280.48",167.23K,-0.13%
"Mar 20, 2019","1,283.79","1,283.75","1,288.27","1,280.20",155.75K,0.11%
"Mar 19, 2019","1,282.39","1,283.88","1,286.00","1,280.34",149.55K,-0.02%
"Mar 18, 2019","1,282.69","1,285.21","1,287.61","1,281.63",111.18K,-0.18%
"Mar 15, 2019","1,285.05","1,284.61","1,290.03","1,281.69",164.18K,0.14%
"Mar 14, 2019","1,283.25","1,280.52","1,286.53","1,279.20",186.82K,0.32%
"Mar 13, 2019","1,279.16","1,273.79","1,282.95","1,272.48",175.44K,0.53%
"Mar 12, 2019","1,272.43","1,273.19","1,276.53","1,268.91",183.59K,0.05%
"Mar 11, 2019","1,271.78","1,274.56","1,277.41","1,271.47",141.63K,-0.22%
"Mar 08, 2019","1,274.56","1,270.44","1,279.17","1,267.19",157.68K,0.33%
"Mar 07, 2019","1,270.38","1,275.85","1,279.32","1,267.81",155.35K,-0.43%
"Mar 06, 2019","1,275.86","1,273.07","1,278.15","1,272.31",154.11K,0.22%
"Mar 05, 2019","1,273.07","1,277.29","1,281.85","1,272.38",157.16K,-0.34%
"Mar 04, 2019","1,277.35","1,283.13","1,285.16","1,274.81",123.66K,-0.43%
"Mar 01, 2019","1,282.89","1,281.21","1,285.32","1,277.13",169.09K,0.21%
"Feb 28, 2019","1,280.26","1,271.87","1,282.99","1,270.48",177.82K,0.70%
"Feb 27, 2019","1,271.36","1,270.62","1,276.45","1,269.48",167.11K,-0.01%
"Feb 26, 2019","1,271.52","1,267.91","1,273.27","1,267.04",156.77K,0.30%
"Feb 25, 2019","1,267.73","1,273.61","1,274.95","1,264.93",142.15K,-0.48%
"Feb 22, 2019","1,273.87","1,276.08","1,279.08","1,270.71",171.13K,-0.15%
"Feb 21, 2019","1,275.81","1,273.40","1,279.86","1,272.35",184.15K,0.19%
"Feb 20, 2019","1,273.39","1,273.62","1,277.57","1,270.99",164.51K,-0.01%
"Feb 19, 2019","1,273.51","1,273.51","1,278.27","1,271.27",149.07K,-0.04%
"Feb 18, 2019","1,274.02","1,272.56","1,277.36","1,271.09",118.12K,0.14%
"Feb 15, 2019","1,272.20","1,272.27","1,276.95","1,266.19",167.73K,-0.01%
"Feb 14, 2019","1,272.33","1,268.14","1,275.58","1,265.68",171.88K,0.38%
"Feb 13, 2019","1,267.53","1,269.86","1,274.41","1,266.97",171.88K,-0.19%
"Feb 12, 2019","1,269.92","1,269.73","1,273.54","1,265.80",160.48K,0.02%
"Feb 11, 2019","1,269.67","1,273.49","1,275.64","1,268.55",132.53K,-0.35%
"Feb 08, 2019","1,274.12","1,275.60","1,279.12","1,270.84",171.46K,-0.17%
"Feb 07, 2019","1,276.27","1,274.19","1,279.93","1,273.37",174.45K,0.13%
"Feb 06, 2019","1,274.59","1,275.59","1,279.72","1,273.67",184.37K,-0.06%
"Feb 05, 2019","1,275.31","1,281.06","1,285.53","1,273.55",179.92K,-0.45%
"Feb 04, 2019","1,281.07","1,282.04","1,286.01","1,278.74",130.38K,-0.10%
"Feb 01, 2019","1,282.38","1,273.26","1,285.98","1,272.46",186.84K,0.71%
"Jan 31, 2019","1,273.37","1,275.24","1,282.16","1,272.13",194.90K,-0.15%
"Jan 30, 2019","1,275.31","1,278.06","1,281.41","1,272.65",197.95K,-0.22%
"Jan 29, 2019","1,278.11","1,278.87","1,284.32","1,274.61",196.44K,-0.03%
"Jan 28, 2019","1,278.54","1,276.09","1,282.12","1,273.57",178.03K,0.18%
"Jan 25, 2019","1,276.19","1,276.29","1,277.99","1,269.17",187.14K,0.00%
"Jan 24, 2019","1,276.16","1,282.02","1,288.17","1,274.31",174.22K,-0.46%
"Jan 23, 2019","1,282.02","1,285.58","1,288.05","1,278.92",157.55K,-0.28%
"Jan 22, 2019","1,285.58","1,288.79","1,291.39","1,282.33",173.12K,-0.30%
"Jan 21, 2019","1,289.41","1,280.62","1,291.08","1,279.07",149.50K,0.77%
"Jan 18, 2019","1,279.57","1,279.55","1,281.44","1,274.47",174.69K,0.02%
"Jan 17, 2019","1,279.26","1,277.52","1,282.85","1,275.45",195.88K,0.13%
"Jan 16, 2019","1,277.63","1,281.87","1,284.04","1,275.62",,-0.31%
"Jan 15, 2019","1,281.59","1,287.38","1,289.64","1,278.55",,-0.45%
"Jan 14, 2019","1,287.43","1,283.12","1,291.18","1,279.47",,0.38%
"Jan 11, 2019","1,282.50","1,285.46","1,290.28","1,281.23",174.98K,-0.23%
"Jan 10, 2019","1,285.46","1,290.71","1,297.42","1,284.09",,-0.40%
"Jan 09, 2019","1,290.61","1,284.63","1,292.42","1,281.48",,0.46%
"Jan 08, 2019","1,284.74","1,282.63","1,291.68","1,281.65",7.07K,0.17%
"Jan 07, 2019","1,282.58","1,272.27","1,284.58","1,271.85",5.65K,0.78%
"Jan 04, 2019","1,272.65","1,282.83","1,288.15","1,272.12",165.28K,-0.79%
"Jan 03, 2019","1,282.84","1,270.67","1,286.06","1,268.54",9.79K,0.96%
"Jan 02, 2019","1,270.61","1,275.79","1,288.09","1,267.87",9.39K,-0.40%
"Jan 01, 2019","1,275.75","1,278.21","1,285.86","1,271.48",3.69K,-0.19%
"Dec 31, 2018","1,278.15","1,278.69","1,280.15","1,269.14",0.43K,-0.01%
"Dec 28, 2018","1,278.24","1,280.26","1,283.96","1,274.44",,-0.17%
"Dec 27, 2018","1,280.37","1,276.84","1,285.20","1,274.01",10.16K,0.37%
"Dec 26, 2018","1,275.70","1,276.47","1,286.59","1,273.90",6.81K,-0.24%
"Dec 25, 2018","1,278.73","1,282.74","1,285.36","1,276.23",9.74K,-0.28%
"Dec 24, 2018","1,282.30","1,283.73","1,287.12","1,279.45",3.66K,-0.13%
"Dec 21, 2018","1,284.00","1,285.07","1,290.91","1,278.59",,-0.09%
"Dec 20, 2018","1,285.13","1,285.28","1,291.02","1,281.35",11.42K,-0.01%
"Dec 19, 2018","1,285.27","1,281.21","1,286.93","1,276.83",,0.33%
"Dec 18, 2018","1,281.05","1,281.64","1,288.07","1,279.65",,-0.06%
"Dec 17, 2018","1,281.76","1,280.56","1,285.36","1,278.43",,0.06%
"Dec 14, 2018","1,281.03","1,278.90","1,286.48","1,277.60",,0.16%
"Dec 13, 2018","1,279.02","1,278.98","1,282.13","1,273.44",,0.02%
"Dec 12, 2018","1,278.75","1,278.01","1,283.19","1,276.72",,0.04%
"Dec 11, 2018","1,278.29","1,281.14","1,289.08","1,276.79",,-0.25%
"Dec 10, 2018","1,281.43","1,280.07","1,291.38","1,280.07",,0.12%
"Dec 07, 2018","1,279.86","1,272.63","1,286.78","1,270.24",,0.57%
"Dec 06, 2018","1,272.58","1,264.08","1,279.47","1,261.96",,0.68%
"Dec 05, 2018","1,263.96","1,260.95","1,265.96","1,259.20",,0.23%
"Dec 04, 2018","1,261.07","1,259.71","1,265.45","1,256.68",,0.10%
"Dec 03, 2018","1,259.77","1,267.78","1,273.96","1,258.17",,-0.65%
"Nov 30, 2018","1,268.01","1,273.21","1,280.12","1,264.35",,-0.41%
"Nov 29, 2018","1,273.22","1,277.17","1,279.57","1,271.20",,-0.30%
"Nov 28, 2018","1,277.01","1,276.18","1,280.94","1,270.54",,0.07%
"Nov 27, 2018","1,276.17","1,279.65","1,282.76","1,274.03",,-0.29%
"Nov 26, 2018","1,279.83","1,285.73","1,287.09","1,277.23",,-0.45%
"Nov 23, 2018","1,285.56","1,294.75","1,296.58","1,281.59",,-0.75%
"Nov 22, 2018","1,295.28","1,284.26","1,295.30","1,283.56",,0.85%
"Nov 21, 2018","1,284.37","1,285.33","1,293.11","1,283.32",,-0.07%
"Nov 20, 2018","1,285.21","1,289.62","1,293.72","1,282.89",,-0.31%
"Nov 19, 2018","1,289.24","1,278.80","1,291.81","1,278.01",,0.67%
"Nov 16, 2018","1,280.64","1,277.73","1,287.11","1,276.68",,0.23%
"Nov 15, 2018","1,277.72","1,281.09","1,284.11","1,275.43",,-0.26%
"Nov 14, 2018","1,281.09","1,278.53","1,286.23","1,276.67",,0.28%
"Nov 13, 2018","1,277.57","1,277.29","1,280.89","1,271.53",,-0.04%
"Nov 12, 2018","1,278.12","1,281.17","1,285.06","1,277.38",,-0.28%
"Nov 09, 2018","1,281.75","1,274.56","1,283.47","1,273.13",,0.56%
"Nov 08, 2018","1,274.62","1,275.46","1,281.06","1,272.05",,-0.08%
"Nov 07, 2018","1,275.63","1,282.13","1,288.23","1,275.14",,-0.50%
"Nov 06, 2018","1,282.03","1,279.51","1,285.54","1,278.23",,0.28%
"Nov 05, 2018","1,278.42","1,272.78","1,281.37","1,270.98",,0.41%
"Nov 02, 2018","1,273.18","1,283.58","1,289.24","1,271.05",,-0.74%
"Nov 01, 2018","1,282.72","1,290.88","1,292.82","1,280.27",,-0.70%
"Oct 31, 2018","1,291.80","1,293.04","1,296.12","1,290.16",,-0.09%
"Oct 30, 2018","1,292.92","1,300.60","1,302.49","1,291.35",,-0.60%
"Oct 29, 2018","1,300.71","1,300.65","1,304.41","1,294.76",,0.01%
"Oct 26, 2018","1,300.61","1,293.78","1,303.71","1,291.53",,0.52%
"Oct 25, 2018","1,293.83","1,298.59","1,302.61","1,288.67",,-0.36%
"Oct 24, 2018","1,298.53","1,302.73","1,305.45","1,290.37",,-0.34%
"Oct 23, 2018","1,302.96","1,299.28","1,308.96","1,297.28",,0.28%
"Oct 22, 2018","1,299.27","1,302.76","1,307.42","1,297.28",,-0.33%
"Oct 19, 2018","1,303.62","1,303.88","1,307.07","1,294.82",,-0.03%
"Oct 18, 2018","1,304.04","1,297.81","1,309.66","1,296.40",,0.47%
"Oct 17, 2018","1,297.92","1,301.11","1,305.54","1,296.72",,-0.17%
"Oct 16, 2018","1,300.10","1,309.58","1,315.38","1,297.84",,-0.80%
"Oct 15, 2018","1,310.60","1,307.71","1,314.04","1,306.19",,0.19%
"Oct 12, 2018","1,308.12","1,316.55","1,318.97","1,304.60",,-0.64%
"Oct 11, 2018","1,316.56","1,316.97","1,325.06","1,310.58",,-0.04%
"Oct 10, 2018","1,317.08","1,300.92","1,318.99","1,300.17",,1.25%
"Oct 09, 2018","1,300.86","1,303.86","1,305.57","1,300.19",,-0.23%
"Oct 08, 2018","1,303.91","1,304.18","1,308.26","1,301.41",,-0.06%
"Oct 05, 2018","1,304.66","1,305.14","1,306.88","1,296.37",,-0.04%
"Oct 04, 2018","1,305.20","1,291.68","1,306.72","1,290.98",,1.03%
"Oct 03, 2018","1,291.85","1,292.59","1,298.18","1,289.79",,0.02%
"Oct 02, 2018","1,291.65","1,288.78","1,293.51","1,287.12",,0.17%
"Oct 01, 2018","1,289.51","1,289.73","1,292.46","1,285.85",,0.06%
"Sep 28, 2018","1,288.78","1,295.73","1,297.38","1,283.58",,-0.65%
"Sep 27, 2018","1,297.21","1,310.90","1,313.43","1,296.58",,-0.94%
"Sep 26, 2018","1,309.54","1,315.00","1,315.52","1,306.69",,-0.49%
"Sep 25, 2018","1,315.97","1,315.81","1,319.81","1,313.19",,0.00%
"Sep 24, 2018","1,315.92","1,310.22","1,321.77","1,309.25",,0.45%
"Sep 21, 2018","1,310.07","1,315.53","1,319.12","1,307.33",,-0.42%
"Sep 20, 2018","1,315.59","1,306.21","1,318.39","1,305.38",,0.72%
"Sep 19, 2018","1,306.15","1,309.88","1,314.86","1,305.68",,-0.30%
"Sep 18, 2018","1,310.11","1,316.11","1,320.62","1,308.87",,-0.44%
"Sep 17, 2018","1,315.94","1,303.47","1,317.83","1,303.26",,0.87%
"Sep 14, 2018","1,304.55","1,310.31","1,312.66","1,302.78",,-0.36%
"Sep 13, 2018","1,309.29","1,301.44","1,312.53","1,300.85",,0.53%
"Sep 12, 2018","1,302.40","1,304.62","1,312.20","1,299.63",,-0.17%
"Sep 11, 2018","1,304.62","1,309.65","1,319.71","1,302.60",,-0.41%
"Sep 10, 2018","1,310.01","1,304.98","1,314.02","1,302.08",,0.47%
"Sep 07, 2018","1,303.84","1,305.23","1,310.42","1,299.27",,-0.02%
"Sep 06, 2018","1,304.06","1,301.13","1,307.91","1,299.92",,0.12%
"Sep 05, 2018","1,302.44","1,295.63","1,306.10","1,293.09",,0.55%
"Sep 04, 2018","1,295.28","1,292.70","1,297.61","1,289.64",,0.20%
"Sep 03, 2018","1,292.70","1,294.65","1,297.08","1,287.89",,-0.15%
"Aug 31, 2018","1,294.62","1,301.07","1,304.88","1,294.07",,-0.49%
"Aug 30, 2018","1,301.02","1,300.16","1,302.49","1,294.89",,0.05%
"Aug 29, 2018","1,300.34","1,296.16","1,302.12","1,294.56",,0.32%
"Aug 28, 2018","1,296.16","1,294.97","1,299.25","1,292.88",,0.08%
"Aug 27, 2018","1,295.15","1,297.54","1,299.46","1,291.57",,-0.01%
"Aug 24, 2018","1,295.28","1,296.74","1,300.63","1,289.63",,-0.19%
"Aug 23, 2018","1,297.76","1,296.20","1,301.99","1,294.69",,0.11%
"Aug 22, 2018","1,296.27","1,292.69","1,300.61","1,291.17",,0.33%
"Aug 21, 2018","1,292.03","1,282.93","1,294.20","1,282.40",,0.64%
"Aug 20, 2018","1,283.83","1,281.10","1,285.44","1,279.12",,0.25%
"Aug 17, 2018","1,280.60","1,281.42","1,283.12","1,277.92",,-0.15%
"Aug 16, 2018","1,282.47","1,286.49","1,291.21","1,279.68",,-0.31%
"Aug 15, 2018","1,286.49","1,279.84","1,290.38","1,278.81",,0.52%
"Aug 14, 2018","1,279.84","1,297.31","1,298.01","1,279.36",,-1.34%
"Aug 13, 2018","1,297.20","1,287.74","1,297.98","1,285.05",,0.59%
"Aug 10, 2018","1,289.63","1,295.26","1,299.81","1,287.28",,-0.44%
"Aug 09, 2018","1,295.27","1,297.97","1,301.07","1,293.86",,-0.15%
"Aug 08, 2018","1,297.24","1,295.63","1,301.70","1,294.26",,0.04%
"Aug 07, 2018","1,296.70","1,301.90","1,304.60","1,295.40",,-0.39%
"Aug 06, 2018","1,301.73","1,299.87","1,304.72","1,296.59",,0.18%
"Aug 03, 2018","1,299.42","1,306.74","1,310.53","1,297.99",,-0.57%
"Aug 02, 2018","1,306.91","1,305.33","1,314.74","1,304.94",,0.12%
"Aug 01, 2018","1,305.33","1,301.72","1,312.22","1,300.41",,0.29%
"Jul 31, 2018","1,301.56","1,309.53","1,315.93","1,299.49",,-0.53%
"Jul 30, 2018","1,308.50","1,300.16","1,309.52","1,298.08",,0.59%
"Jul 27, 2018","1,300.86","1,309.23","1,311.11","1,298.54",,-0.63%
"Jul 26, 2018","1,309.06","1,310.94","1,317.41","1,306.80",,-0.15%
"Jul 25, 2018","1,310.99","1,317.48","1,322.12","1,308.77",,-0.49%
"Jul 24, 2018","1,317.49","1,325.97","1,331.01","1,315.95",,-0.65%
"Jul 23, 2018","1,326.10","1,323.04","1,333.16","1,322.35",,0.32%
"Jul 20, 2018","1,321.90","1,321.94","1,326.01","1,319.41",,-0.02%
"Jul 19, 2018","1,322.12","1,316.86","1,326.32","1,315.12",,0.43%
"Jul 18, 2018","1,316.44","1,314.19","1,320.09","1,311.91",,0.17%
"Jul 17, 2018","1,314.19","1,321.74","1,322.81","1,312.73",,-0.55%
"Jul 16, 2018","1,321.42","1,319.35","1,322.84","1,316.80",,0.06%
"Jul 13, 2018","1,320.62","1,312.71","1,321.23","1,309.16",,0.61%
"Jul 12, 2018","1,312.66","1,317.04","1,320.62","1,311.45",,-0.34%
"Jul 11, 2018","1,317.10","1,308.89","1,319.60","1,305.22",,0.65%
"Jul 10, 2018","1,308.55","1,308.02","1,312.41","1,304.20",,0.02%
"Jul 09, 2018","1,308.26","1,310.52","1,312.47","1,305.58",,-0.16%
"Jul 06, 2018","1,310.39","1,308.41","1,313.95","1,303.71",,0.14%
"Jul 05, 2018","1,308.61","1,301.10","1,311.85","1,299.86",,0.56%
"Jul 04, 2018","1,301.34","1,299.88","1,305.55","1,298.54",,0.12%
"Jul 03, 2018","1,299.75","1,302.38","1,309.18","1,296.05",,-0.20%
"Jul 02, 2018","1,302.32","1,298.94","1,305.79","1,297.03",,-0.05%
"Jun 29, 2018","1,302.92","1,297.48","1,304.37","1,293.92",,0.43%
"Jun 28, 2018","1,297.28","1,297.80","1,303.15","1,294.95",,-0.06%
"Jun 27, 2018","1,298.11","1,302.84","1,305.94","1,296.72",,-0.36%
"Jun 26, 2018","1,302.79","1,305.49","1,310.63","1,301.15",,-0.21%
"Jun 25, 2018","1,305.55","1,296.42","1,308.58","1,295.39",,0.72%
"Jun 22, 2018","1,296.26","1,288.58","1,299.18","1,286.61",,0.60%
"Jun 21, 2018","1,288.57","1,284.47","1,292.25","1,279.29",,0.32%
"Jun 20, 2018","1,284.47","1,288.68","1,290.53","1,277.30",,-0.33%
"Jun 19, 2018","1,288.68","1,282.72","1,291.85","1,281.81",,0.47%
"Jun 18, 2018","1,282.61","1,280.96","1,285.49","1,276.16",,0.13%
"Jun 15, 2018","1,280.96","1,259.93","1,283.90","1,257.51",,1.66%
"Jun 14, 2018","1,260.04","1,280.68","1,283.43","1,259.54",,-1.60%
"Jun 13, 2018","1,280.54","1,270.44","1,281.27","1,267.92",,0.78%
"Jun 12, 2018","1,270.62","1,268.99","1,274.23","1,262.57",,0.13%
"Jun 11, 2018","1,268.99","1,264.73","1,271.18","1,263.56",,0.32%
"Jun 08, 2018","1,264.98","1,265.57","1,270.30","1,261.77",,-0.01%
"Jun 07, 2018","1,265.09","1,255.96","1,269.16","1,254.96",,0.72%
"Jun 06, 2018","1,256.10","1,255.87","1,258.27","1,250.33",,0.00%
"Jun 05, 2018","1,256.11","1,252.08","1,257.41","1,248.33",,0.30%
"Jun 04, 2018","1,252.31","1,248.84","1,256.85","1,248.46",,0.20%
"Jun 01, 2018","1,249.87","1,263.55","1,265.27","1,247.38",,-1.07%
"May 31, 2018","1,263.42","1,255.87","1,264.80","1,253.02",,0.57%
"May 30, 2018","1,256.21","1,251.72","1,261.18","1,246.32",,0.39%
"May 29, 2018","1,251.36","1,250.05","1,254.34","1,243.31",,0.12%
"May 28, 2018","1,249.81","1,255.47","1,259.86","1,247.00",,-0.53%
"May 25, 2018","1,256.53","1,267.85","1,270.15","1,255.62",,-0.88%
"May 24, 2018","1,267.68","1,260.01","1,274.73","1,258.88",,0.61%
"May 23, 2018","1,259.95","1,268.05","1,272.84","1,259.19",,-0.64%
"May 22, 2018","1,268.06","1,270.64","1,272.96","1,265.03",,-0.21%
"May 21, 2018","1,270.77","1,272.48","1,277.90","1,269.85",,-0.22%
"May 18, 2018","1,273.58","1,276.98","1,277.62","1,271.67",,-0.25%
"May 17, 2018","1,276.80","1,272.44","1,279.32","1,271.32",,0.33%
"May 16, 2018","1,272.55","1,279.64","1,280.41","1,269.36",,-0.54%
"May 15, 2018","1,279.41","1,277.15","1,282.86","1,274.67",,0.16%
"May 14, 2018","1,277.32","1,275.64","1,283.71","1,274.04",,0.13%
"May 11, 2018","1,275.60","1,269.89","1,278.53","1,268.85",,0.45%
"May 10, 2018","1,269.89","1,279.40","1,281.67","1,267.77",,-0.72%
"May 09, 2018","1,279.12","1,279.29","1,284.55","1,278.35",,-0.04%
"May 08, 2018","1,279.65","1,287.69","1,289.30","1,278.12",,-0.62%
"May 07, 2018","1,287.66","1,283.83","1,290.21","1,283.39",,0.24%
"May 04, 2018","1,284.63","1,289.49","1,293.52","1,283.40",,-0.37%
"May 03, 2018","1,289.44","1,290.48","1,293.52","1,286.14",,-0.08%
"May 02, 2018","1,290.53","1,287.64","1,294.46","1,286.79",,0.24%
"May 01, 2018","1,287.48","1,292.68","1,293.84","1,285.30",,-0.42%
"Apr 30, 2018","1,292.95","1,294.87","1,297.49","1,290.13",,-0.18%
"Apr 27, 2018","1,295.31","1,304.34","1,307.32","1,289.57",,-0.69%
"Apr 26, 2018","1,304.34","1,316.21","1,318.21","1,303.80",,-0.89%
"Apr 25, 2018","1,316.08","1,317.72","1,323.21","1,315.12",,-0.13%
"Apr 24, 2018","1,317.84","1,320.05","1,320.85","1,312.60",,-0.17%
"Apr 23, 2018","1,320.04","1,316.16","1,322.01","1,310.51",,0.29%
"Apr 20, 2018","1,316.16","1,317.58","1,320.83","1,314.53",,-0.11%
"Apr 19, 2018","1,317.59","1,317.98","1,321.87","1,311.18",,-0.03%
"Apr 18, 2018","1,317.92","1,320.17","1,323.78","1,316.55",,-0.16%
"Apr 17, 2018","1,320.08","1,325.35","1,326.87","1,316.92",,-0.41%
"Apr 16, 2018","1,325.45","1,321.22","1,330.69","1,320.08",,0.30%
"Apr 13, 2018","1,321.49","1,320.26","1,324.00","1,315.19",,0.09%
"Apr 12, 2018","1,320.27","1,319.44","1,326.19","1,317.27",,0.07%
"Apr 11, 2018","1,319.34","1,315.68","1,325.47","1,315.04",,0.28%
"Apr 10, 2018","1,315.68","1,317.99","1,322.56","1,310.53",,-0.17%
"Apr 09, 2018","1,317.94","1,314.60","1,319.05","1,307.31",,0.21%
"Apr 06, 2018","1,315.21","1,300.67","1,318.35","1,300.40",,1.12%
"Apr 05, 2018","1,300.66","1,299.46","1,308.01","1,297.33",,0.10%
"Apr 04, 2018","1,299.36","1,294.41","1,310.77","1,293.77",,0.38%
"Apr 03, 2018","1,294.46","1,300.36","1,304.38","1,293.21",,-0.47%
"Apr 02, 2018","1,300.52","1,307.14","1,309.19","1,297.96",,-0.55%
"Mar 30, 2018","1,307.73","1,307.53","1,313.06","1,306.87",,0.00%
"Mar 29, 2018","1,307.69","1,310.36","1,317.16","1,304.17",,-0.20%
"Mar 28, 2018","1,310.25","1,333.48","1,335.24","1,308.27",,-1.74%
"Mar 27, 2018","1,333.49","1,338.59","1,340.81","1,328.14",,-0.37%
"Mar 26, 2018","1,338.43","1,338.10","1,343.45","1,333.99",,-0.04%
"Mar 23, 2018","1,338.90","1,330.12","1,344.23","1,326.97",,0.66%
"Mar 22, 2018","1,330.11","1,314.18","1,332.54","1,313.68",,1.25%
"Mar 21, 2018","1,313.69","1,311.74","1,318.54","1,311.14",,0.11%
"Mar 20, 2018","1,312.23","1,324.14","1,326.53","1,311.92",,-0.90%
"Mar 19, 2018","1,324.15","1,315.06","1,327.57","1,312.91",,0.65%
"Mar 16, 2018","1,315.63","1,316.40","1,320.19","1,310.27",,-0.05%
"Mar 15, 2018","1,316.30","1,316.37","1,322.94","1,313.15",,-0.02%
"Mar 14, 2018","1,316.53","1,321.96","1,325.87","1,312.75",,-0.40%
"Mar 13, 2018","1,321.86","1,313.82","1,324.45","1,311.97",,0.62%
"Mar 12, 2018","1,313.70","1,311.69","1,317.11","1,308.92",,0.19%
"Mar 09, 2018","1,311.16","1,322.44","1,323.55","1,309.96",,-0.85%
"Mar 08, 2018","1,322.44","1,325.10","1,332.61","1,320.93",,-0.18%
"Mar 07, 2018","1,324.79","1,319.74","1,330.57","1,319.74",,0.38%
"Mar 06, 2018","1,319.73","1,329.41","1,330.82","1,315.93",,-0.73%
"Mar 05, 2018","1,329.42","1,330.38","1,334.92","1,326.52",,-0.04%
"Mar 02, 2018","1,329.91","1,328.38","1,337.33","1,320.54",,0.12%
"Mar 01, 2018","1,328.37","1,323.27","1,330.67","1,318.06",,0.38%
"Feb 28, 2018","1,323.31","1,323.05","1,326.28","1,318.19",,0.03%
"Feb 27, 2018","1,322.94","1,318.74","1,325.32","1,315.49",,0.31%
"Feb 26, 2018","1,318.81","1,324.56","1,325.34","1,315.09",,-0.39%
"Feb 23, 2018","1,324.01","1,332.36","1,334.11","1,322.65",,-0.64%
"Feb 22, 2018","1,332.59","1,321.62","1,334.81","1,320.72",,0.82%
"Feb 21, 2018","1,321.78","1,326.33","1,328.87","1,319.56",,-0.34%
"Feb 20, 2018","1,326.23","1,324.55","1,330.53","1,322.40",,0.14%
"Feb 19, 2018","1,324.39","1,324.22","1,330.23","1,320.06",,0.03%
"Feb 16, 2018","1,323.96","1,330.81","1,335.54","1,322.76",,-0.52%
"Feb 15, 2018","1,330.82","1,333.17","1,340.07","1,327.94",,-0.19%
"Feb 14, 2018","1,333.29","1,340.27","1,341.57","1,325.16",,-0.52%
"Feb 13, 2018","1,340.26","1,330.85","1,342.44","1,329.12",,0.72%
"Feb 12, 2018","1,330.73","1,330.28","1,334.57","1,326.09",,0.18%
"Feb 09, 2018","1,328.32","1,344.20","1,346.96","1,328.21",,-1.18%
"Feb 08, 2018","1,344.20","1,337.08","1,346.16","1,331.10",,0.53%
"Feb 07, 2018","1,337.17","1,336.78","1,347.76","1,328.78",,0.03%
"Feb 06, 2018","1,336.79","1,354.46","1,360.17","1,334.71",,-1.27%
"Feb 05, 2018","1,354.04","1,357.76","1,361.16","1,346.47",,-0.31%
"Feb 02, 2018","1,358.25","1,339.17","1,358.73","1,338.74",,1.38%
"Feb 01, 2018","1,339.74","1,328.40","1,341.94","1,327.20",,0.80%
"Jan 31, 2018","1,329.15","1,330.92","1,333.68","1,324.88",,-0.14%
