Date,Price,Open,High,Low,Vol.,Change %
"May 09, 2016","1,338.18","1,332.09","1,343.11","1,324.21",,0.34%
"May 06, 2016","1,333.59","1,330.38","1,346.19","1,327.85",,0.12%
"May 05, 2016","1,331.99","1,338.91","1,341.57","1,327.14",,-0.65%
"May 04, 2016","1,340.64","1,322.49","1,342.78","1,321.12",,1.23%
"May 03, 2016","1,324.34","1,309.91","1,327.67","1,306.13",,0.98%
"May 02, 2016","1,311.53","1,309.00","1,315.95","1,301.92",,0.00%
"Apr 29, 2016","1,311.52","1,289.80","1,315.76","1,286.11",,1.55%
"Apr 28, 2016","1,291.51","1,299.43","1,302.95","1,287.69",,-0.72%
"Apr 27, 2016","1,300.85","1,295.77","1,311.06","1,290.73",,0.30%
"Apr 26, 2016","1,296.95","1,295.48","1,301.66","1,292.22",,-0.02%
"Apr 25, 2016","1,297.18","1,289.75","1,298.82","1,287.65",,0.41%
"Apr 22, 2016","1,291.85","1,286.71","1,294.60","1,283.98",,0.27%
"Apr 21, 2016","1,288.41","1,279.03","1,292.93","1,276.78",,0.59%
"Apr 20, 2016","1,280.79","1,280.60","1,292.14","1,276.78",,-0.12%
"Apr 19, 2016","1,282.31","1,293.39","1,296.82","1,275.40",,-0.95%
"Apr 18, 2016","1,294.64","1,294.06","1,303.81","1,290.34",,0.04%
"Apr 15, 2016","1,294.15","1,298.28","1,302.58","1,287.94",,-0.45%
"Apr 14, 2016","1,300.04","1,290.52","1,306.23","1,289.61",,0.60%
"Apr 13, 2016","1,292.28","1,301.07","1,304.05","1,290.07",,-0.78%
"Apr 12, 2016","1,302.43","1,301.76","1,310.60","1,298.90",,-0.08%
"Apr 11, 2016","1,303.53","1,312.15","1,319.07","1,299.70",,-0.73%
"Apr 08, 2016","1,313.05","1,318.92","1,323.12","1,303.65",,-0.57%
"Apr 07, 2016","1,320.63","1,316.17","1,323.44","1,308.99",,0.23%
"Apr 06, 2016","1,317.54","1,320.10","1,324.32","1,309.91",,-0.30%
"Apr 05, 2016","1,321.47","1,311.17","1,325.53","1,308.01",,0.68%
"Apr 04, 2016","1,312.54","1,305.98","1,314.46","1,302.71",,0.41%
"Apr 01, 2016","1,307.22","1,301.61","1,317.48","1,297.88",,0.33%
"Mar 31, 2016","1,302.97","1,295.65","1,304.96","1,290.14",,0.47%
"Mar 30, 2016","1,296.89","1,303.19","1,308.58","1,289.29",,-0.62%
"Mar 29, 2016","1,304.95","1,303.64","1,313.04","1,297.37",,-0.04%
"Mar 28, 2016","1,305.45","1,303.71","1,310.18","1,299.36",,0.01%
"Mar 25, 2016","1,305.36","1,304.10","1,311.04","1,299.42",,-0.03%
"Mar 24, 2016","1,305.73","1,305.60","1,309.23","1,298.48",,-0.11%
"Mar 23, 2016","1,307.23","1,296.64","1,308.04","1,294.51",,0.70%
"Mar 22, 2016","1,298.11","1,303.71","1,310.26","1,291.93",,-0.56%
"Mar 21, 2016","1,305.41","1,310.34","1,320.33","1,300.13",,-0.51%
"Mar 18, 2016","1,312.16","1,305.52","1,318.93","1,303.91",,0.37%
"Mar 17, 2016","1,307.28","1,321.49","1,324.57","1,301.65",,-1.22%
"Mar 16, 2016","1,323.37","1,325.84","1,333.12","1,316.90",,-0.31%
"Mar 15, 2016","1,327.46","1,318.81","1,331.45","1,315.20",,0.52%
"Mar 14, 2016","1,320.55","1,323.27","1,330.89","1,313.47",,-0.31%
"Mar 11, 2016","1,324.62","1,346.51","1,354.02","1,314.22",,-1.73%
"Mar 10, 2016","1,347.99","1,328.93","1,354.23","1,298.21",,1.30%
"Mar 09, 2016","1,330.66","1,330.05","1,337.18","1,323.39",,-0.05%
"Mar 08, 2016","1,331.39","1,319.78","1,337.52","1,319.30",,0.74%
"Mar 07, 2016","1,321.57","1,318.35","1,324.53","1,314.54",,0.21%
"Mar 04, 2016","1,318.83","1,326.73","1,329.58","1,311.37",,-0.71%
"Mar 03, 2016","1,328.25","1,330.27","1,335.49","1,316.54",,-0.24%
"Mar 02, 2016","1,331.43","1,334.09","1,344.26","1,328.30",,-0.34%
"Mar 01, 2016","1,335.93","1,345.00","1,349.45","1,329.13",,-0.77%
"Feb 29, 2016","1,346.34","1,358.98","1,362.36","1,344.41",,-0.95%
"Feb 26, 2016","1,359.24","1,359.87","1,370.82","1,351.85",,-0.17%
"Feb 25, 2016","1,361.61","1,356.24","1,371.72","1,355.09",,0.30%
"Feb 24, 2016","1,357.59","1,356.24","1,365.62","1,353.55",,-0.01%
"Feb 23, 2016","1,357.77","1,348.82","1,362.86","1,346.11",,0.57%
"Feb 22, 2016","1,350.14","1,371.78","1,377.54","1,345.40",,-1.73%
"Feb 19, 2016","1,373.85","1,362.99","1,380.33","1,362.12",,0.65%
"Feb 18, 2016","1,364.99","1,360.71","1,373.31","1,356.85",,0.19%
"Feb 17, 2016","1,362.34","1,356.87","1,372.66","1,354.56",,0.29%
"Feb 16, 2016","1,358.35","1,353.29","1,364.37","1,351.77",,0.24%
"Feb 15, 2016","1,355.05","1,356.80","1,363.57","1,345.03",,-0.30%
"Feb 12, 2016","1,359.14","1,358.12","1,371.28","1,352.41",,-0.03%
"Feb 11, 2016","1,359.61","1,340.78","1,366.99","1,338.66",,1.28%
"Feb 10, 2016","1,342.43","1,351.97","1,359.02","1,327.14",,-0.83%
"Feb 09, 2016","1,353.68","1,346.41","1,364.14","1,343.87",,0.40%
"Feb 08, 2016","1,348.23","1,344.18","1,352.68","1,338.73",,0.15%
"Feb 05, 2016","1,346.16","1,334.18","1,347.24","1,328.85",,0.77%
"Feb 04, 2016","1,335.93","1,332.01","1,341.24","1,318.30",,0.16%
"Feb 03, 2016","1,333.76","1,322.45","1,350.74","1,321.36",,0.74%
"Feb 02, 2016","1,323.90","1,308.27","1,327.51","1,304.61",,1.09%
"Feb 01, 2016","1,309.66","1,308.06","1,316.66","1,299.77",,0.04%
"Jan 29, 2016","1,309.16","1,319.69","1,327.10","1,305.08",,-0.91%
"Jan 28, 2016","1,321.14","1,315.16","1,322.52","1,309.04",,0.33%
"Jan 27, 2016","1,316.74","1,301.24","1,320.01","1,298.63",,1.08%
"Jan 26, 2016","1,302.62","1,300.23","1,311.91","1,296.81",,0.08%
"Jan 25, 2016","1,301.56","1,291.94","1,305.49","1,287.12",,0.66%
"Jan 22, 2016","1,293.02","1,308.38","1,310.42","1,290.44",,-1.22%
"Jan 21, 2016","1,308.97","1,315.91","1,325.70","1,301.28",,-0.61%
"Jan 20, 2016","1,316.99","1,316.04","1,335.15","1,315.05",,-0.02%
"Jan 19, 2016","1,317.19","1,318.19","1,323.78","1,304.41",,-0.19%
"Jan 18, 2016","1,319.70","1,325.09","1,329.49","1,313.03",,-0.49%
"Jan 15, 2016","1,326.20","1,310.88","1,340.85","1,308.90",,1.06%
"Jan 14, 2016","1,312.27","1,314.81","1,333.76","1,310.02",,-0.31%
"Jan 13, 2016","1,316.38","1,312.61","1,322.62","1,297.58",,0.17%
"Jan 12, 2016","1,314.18","1,306.80","1,321.30","1,304.22",,0.44%
"Jan 11, 2016","1,308.37","1,319.06","1,325.25","1,305.26",,-0.91%
"Jan 08, 2016","1,320.45","1,308.02","1,323.55","1,294.98",,0.85%
"Jan 07, 2016","1,309.30","1,292.84","1,311.88","1,288.68",,1.16%
"Jan 06, 2016","1,294.28","1,278.57","1,298.90","1,274.39",,1.13%
"Jan 05, 2016","1,279.88","1,287.95","1,292.80","1,273.59",,-0.73%
"Jan 04, 2016","1,289.33","1,275.20","1,301.90","1,273.62",,1.00%
"Jan 01, 2016","1,276.54","1,276.00","1,278.14","1,274.00",,-0.05%
"Dec 31, 2015","1,277.14","1,286.16","1,287.66","1,273.81",,-0.79%
"Dec 30, 2015","1,287.32","1,277.90","1,289.36","1,276.30",,0.65%
"Dec 29, 2015","1,279.05","1,280.78","1,286.01","1,274.79",,-0.23%
"Dec 28, 2015","1,281.99","1,281.21","1,284.99","1,274.29",,-0.26%
"Dec 25, 2015","1,285.36","1,282.31","1,285.65","1,278.09",,0.15%
"Dec 24, 2015","1,283.46","1,279.65","1,284.29","1,274.56",,0.21%
"Dec 23, 2015","1,280.80","1,282.41","1,288.46","1,273.97",,-0.22%
"Dec 22, 2015","1,283.56","1,280.60","1,287.14","1,275.97",,0.13%
"Dec 21, 2015","1,281.87","1,283.06","1,286.09","1,276.43",,-0.25%
"Dec 18, 2015","1,285.07","1,281.72","1,289.14","1,274.82",,0.17%
"Dec 17, 2015","1,282.87","1,278.27","1,291.36","1,272.33",,0.30%
"Dec 16, 2015","1,278.97","1,282.96","1,294.37","1,276.27",,-0.36%
"Dec 15, 2015","1,283.64","1,300.47","1,306.83","1,279.63",,-1.40%
"Dec 14, 2015","1,301.81","1,303.08","1,312.72","1,295.11",,-0.25%
"Dec 11, 2015","1,305.10","1,288.80","1,313.66","1,286.92",,1.17%
"Dec 10, 2015","1,289.95","1,302.01","1,303.60","1,284.64",,-1.01%
"Dec 09, 2015","1,303.17","1,284.23","1,306.56","1,280.43",,1.34%
"Dec 08, 2015","1,285.97","1,273.49","1,289.79","1,269.70",,0.89%
"Dec 07, 2015","1,274.63","1,262.98","1,277.24","1,260.73",,0.62%
"Dec 04, 2015","1,266.80","1,261.17","1,274.02","1,258.33",,0.36%
"Dec 03, 2015","1,262.21","1,233.01","1,273.95","1,225.21",,2.24%
"Dec 02, 2015","1,234.53","1,227.32","1,237.86","1,224.87",,0.48%
"Dec 01, 2015","1,228.67","1,225.24","1,233.09","1,221.31",,0.21%
"Nov 30, 2015","1,226.13","1,224.08","1,228.88","1,220.48",,0.06%
"Nov 27, 2015","1,225.43","1,217.79","1,228.06","1,216.63",,0.53%
"Nov 26, 2015","1,218.96","1,214.77","1,222.02","1,212.04",,0.25%
"Nov 25, 2015","1,215.91","1,219.05","1,225.76","1,209.40",,-0.35%
"Nov 24, 2015","1,220.22","1,231.27","1,234.22","1,218.53",,-1.00%
"Nov 23, 2015","1,232.57","1,228.03","1,235.30","1,226.31",,0.27%
"Nov 20, 2015","1,229.21","1,239.18","1,244.30","1,225.28",,-0.91%
"Nov 19, 2015","1,240.49","1,241.79","1,249.05","1,238.33",,-0.22%
"Nov 18, 2015","1,243.22","1,243.45","1,252.23","1,240.38",,-0.16%
"Nov 17, 2015","1,245.16","1,248.93","1,251.76","1,242.37",,-0.38%
"Nov 16, 2015","1,249.93","1,257.96","1,262.26","1,248.34",,-0.92%
"Nov 13, 2015","1,261.57","1,252.91","1,261.68","1,250.01",,0.60%
"Nov 12, 2015","1,254.05","1,239.99","1,255.99","1,238.40",,1.04%
"Nov 11, 2015","1,241.18","1,241.65","1,245.06","1,236.11",,-0.13%
"Nov 10, 2015","1,242.78","1,244.51","1,248.04","1,237.31",,-0.23%
"Nov 09, 2015","1,245.64","1,236.10","1,252.78","1,235.34",,0.60%
"Nov 06, 2015","1,238.20","1,237.07","1,245.58","1,223.67",,-0.03%
"Nov 05, 2015","1,238.51","1,232.02","1,243.32","1,231.34",,0.40%
"Nov 04, 2015","1,233.57","1,237.96","1,241.75","1,231.30",,-0.46%
